anime_id,title,genres,media,episodes,rating,members,start_date,year,season,source
12901,TWD Express Rolling Takeoff,"Adventure,Sci-Fi",movie,1,NaN,262,14/07/1987,1987,summer,manga
12903,Tsushima Maru: Sayounara Okinawa,Historical,movie,1,NaN,324,24/10/1982,1982,fall,NaN
12905,Tsuki ga Noboru made ni,"Drama,Historical",ova,1,6.36,878,08/11/1991,1991,fall,other
12907,Sekiei Ayakashi Mangatan,"Fantasy,Historical,Supernatural",ona,3,5.76,3382,02/02/2012,2012,winter,manga
12917,Madang-eul Naon Amtalg,"Adventure,Kids,Drama,Fantasy",movie,1,7.6,3273,28/07/2011,2011,summer,book
12921,Morita-san wa Mukuchi. Specials,"Comedy,School,Slice of Life",special,2,6.44,3930,27/01/2012,2012,winter,4_koma_manga
12929,Saint Seiya Omega,"Action,Adventure,Fantasy,Shounen",tv,97,6.27,40811,01/04/2012,2012,spring,manga
12935,Utakata Hanabi,Music,music,1,6.46,2154,25/08/2010,2010,summer,NaN
12951,AWOL,"Action,Space,Military,Sci-Fi",tv,12,5.58,990,07/01/1998,1998,winter,original
12955,Cele Kano,Hentai,ova,2,6.35,3880,20/04/2012,2012,spring,manga
12957,First Love,Hentai,ova,3,6.78,7171,16/03/2012,2012,winter,manga
12959,Ojousama隨倥・omeiri Kousou!,Hentai,ova,2,6.93,9395,05/10/2012,2012,fall,light_novel
12961,Kansen 5: The Daybreak,Hentai,ova,3,6.45,6729,26/10/2012,2012,fall,visual_novel
12963,Jewelpet Kira隨倥・eco!,"Fantasy,Magic,Shoujo",tv,52,6.65,3054,07/04/2012,2012,spring,original
12965,Jewelpet Movie: Sweets Dance Princess,"Fantasy,Magic,Shoujo",movie,1,6.06,1151,11/08/2012,2012,summer,original
12967,Arcana Famiglia,"Action,Harem,Supernatural,Romance,Shoujo",tv,12,6.27,176148,01/07/2012,2012,summer,visual_novel
12971,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,"Magic,Shoujo",movie,1,5.85,455,15/07/1989,1989,summer,NaN
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"Action,Comedy,Parody",tv,51,7.14,68932,03/04/2012,2012,spring,manga
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,"Historical,Slice of Life",ova,1,NaN,638,21/04/2004,2004,spring,NaN
12991,Katte ni Kaizou Specials,"Comedy,Parody,School,Sci-Fi,Shounen",special,3,6.39,2648,25/05/2011,2011,spring,manga
12993,Sono Mukou no Mukougawa,Music,music,1,5.54,427,19/03/2005,2005,winter,NaN
12995,Dark Blue,Hentai,ova,2,5.92,7354,27/04/2012,2012,spring,visual_novel
12997,Please 隨呻ｽ･隨呻ｽ･隨呻ｽ･隨呻ｽ･ Me!,Hentai,ova,2,6.82,14319,27/04/2012,2012,spring,visual_novel
13019,Aneki no Kounai Kaikinbi,Hentai,ova,1,5.47,7184,17/02/2012,2012,winter,original
13029,Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure,Drama",tv,26,6.71,2328,04/04/2012,2012,spring,book
13041,Battle Break,"Action,Kids",ona,1,NaN,361,17/12/2011,2011,fall,NaN
13047,Anime Koukyoushi: Jungle Taitei,"Adventure,Kids,Shounen",ova,1,6.46,900,01/04/1991,1991,spring,manga
13051,Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,Hentai,ova,1,4.68,626,24/08/1989,1989,summer,NaN
13053,Aimai Elegy,Music,music,1,6.53,2737,15/12/2010,2010,fall,NaN
13055,Sankarea OVA,"Comedy,Ecchi,Horror,Romance,Shounen,Supernatural",ova,2,7.24,92528,08/06/2012,2012,spring,manga
13057,Peace Hame!,Hentai,ova,6,7.12,9123,16/03/2012,2012,winter,manga
13073,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,"Sports,Shounen",special,2,7.17,4218,26/08/2011,2011,summer,NaN
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi,Romance,Mystery,Seinen",ova,1,7.26,31797,23/08/2012,2012,summer,manga
13103,Ponta to Ensoku,"Adventure,Drama",ova,1,NaN,324,25/05/2012,2012,spring,NaN
13115,Hakuouki Reimeiroku,"Action,Historical,Supernatural,Drama,Samurai,Josei",tv,12,7.47,49621,10/07/2012,2012,summer,visual_novel
13117,Hakuouki Movie 1: Kyoto Ranbu,"Action,Historical,Supernatural,Drama,Samurai,Josei",movie,1,7.66,24121,24/08/2013,2013,summer,visual_novel
13119,Hakuouki Movie 2: Shikon Soukyuu,"Action,Historical,Supernatural,Drama,Samurai,Josei",movie,1,7.76,18358,08/03/2014,2014,winter,visual_novel
13125,Shinsekai yori,"Drama,Horror,Mystery,Psychological,Sci-Fi,Supernatural",tv,25,8.34,636563,29/09/2012,2012,fall,novel
13137,Itsuka Tenma no Kuro Usagi Special,"Comedy,Ecchi",special,1,6.35,5432,24/02/2012,2012,winter,light_novel
13139,Gakkatsu!,"Comedy,School",tv,25,6.48,6687,03/04/2012,2012,spring,original
13141,Shiba Inuko-san,Comedy,tv,26,5.75,8664,01/04/2012,2012,spring,manga
13143,Baku Tech! Bakugan,"Action,Game,Shounen",tv,51,5.96,3628,07/04/2012,2012,spring,NaN
13145,Cardfight!! Vanguard: Asia Circuit-hen,"Action,Game,Adventure,Demons,Shounen",tv,39,6.82,20277,08/04/2012,2012,spring,original
13153,Renkyori Enai,Music,music,1,6.3,1049,10/11/2011,2011,fall,NaN
13159,Kuromajo-san ga Tooru!!,"Comedy,Magic,School,Slice of Life",tv,60,6.48,8029,04/04/2012,2012,spring,novel
13161,Hagure Yuusha no Aesthetica,"Action,Super Power,Ecchi,Fantasy",tv,12,6.86,332827,06/07/2012,2012,summer,light_novel
13163,Furusato Saisei: Nippon no Mukashibanashi,"Historical,Kids,Supernatural",tv,258,6.98,9749,01/04/2012,2012,spring,other
13165,Paboo & Mojies,Kids,tv,52,NaN,234,02/04/2012,2012,spring,original
13167,Zoobles!,Kids,tv,26,NaN,249,18/05/2011,2011,spring,NaN
13169,Buta,"Adventure,Comedy,Fantasy,Historical",movie,1,6.45,7946,05/03/2012,2012,winter,original
13171,Wasurenagumo,"Comedy,Supernatural",movie,1,7.09,30107,12/03/2012,2012,winter,original
13173,Puka Puka Juju,"Slice of Life,Fantasy",movie,1,6.69,4870,19/03/2012,2012,winter,original
13175,Shiranpuri (Movie),"Drama,School",movie,1,6.28,4251,26/03/2012,2012,winter,original
13177,Little Charo,Slice of Life,tv,50,NaN,388,02/04/2008,2008,spring,original
13179,Little Charo 2,Slice of Life,tv,50,NaN,305,29/03/2010,2010,spring,original
13183,Fate/Zero Remix,"Action,Fantasy,Supernatural",special,2,7.07,20455,25/03/2012,2012,winter,light_novel
13185,Juusen Battle Monsuno,"Action,Adventure",tv,52,6.31,5690,03/10/2012,2012,fall,NaN
13195,"Misenai Namida wa, Kitto Itsuka","Fantasy,Music",music,1,6.07,454,29/02/2012,2012,winter,NaN
13201,Monster Farm: Legend e no Michi,"Action,Adventure,Comedy,Fantasy",tv,25,6.75,13512,01/04/2000,2000,spring,game
13203,Lupin the Third: Mine Fujiko to Iu Onna,"Action,Adventure,Comedy,Ecchi,Samurai,Seinen",tv,13,7.78,49227,05/04/2012,2012,spring,manga
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy,Historical,Parody",tv,9,5.93,401,22/01/2012,2012,winter,NaN
13215,Guskou Budori no Denki (2012),"Slice of Life,Kids,Drama,Fantasy",movie,1,6.26,5194,07/07/2012,2012,summer,novel
13217,Hishoka Drop The Animation,Hentai,ova,1,6.34,3840,25/05/2012,2012,spring,manga
13219,Himesama Gentei!,Hentai,ova,2,6.84,7969,25/05/2012,2012,spring,visual_novel
13221,Kyonyuu Fantasy,"Harem,Hentai,Demons,Supernatural,Fantasy",ova,2,7.37,22678,25/05/2012,2012,spring,visual_novel
13223,Bible Black: New Testament Recap,Hentai,ova,1,6.35,5442,25/06/2008,2008,spring,visual_novel
13231,Metal Fight Beyblade Zero G,"Adventure,Sports",tv,38,6.06,10525,08/04/2012,2012,spring,manga
13239,Mass Effect: Paragon Lost,"Action,Adventure,Sci-Fi",movie,1,6.33,7822,29/11/2012,2012,fall,game
13245,Shin Tennis no Ouji-sama Specials,"Action,Comedy,Sports,Shounen",special,7,7.52,9577,20/04/2012,2012,spring,NaN
13247,Lupin III: Lupin Ikka Seizoroi,"Adventure,Comedy,Seinen",special,1,6.71,3034,28/03/2012,2012,winter,NaN
13249,Lupin VIII,"Adventure,Comedy,Shounen",special,1,5.58,2727,28/03/2012,2012,winter,NaN
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure,Fantasy,Comedy",ona,3,6.39,3547,13/03/2012,2012,winter,game
13253,Blossom,Music,movie,1,6.51,4382,24/03/2012,2012,winter,original
13255,Haru wa Kuru,Adventure,ona,1,5.86,802,27/01/2012,2012,winter,original
13259,Kyoto Animation: Ajisai-hen,Magic,special,1,5.6,4315,11-Jun,2011,spring,original
13261,Inazuma Eleven Go: Chrono Stone,"Sports,Super Power,Shounen",tv,51,7.17,40499,18/04/2012,2012,spring,game
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy,special,6,6.67,31608,07/03/2012,2012,winter,original
13267,Shinryaku!! Ika Musume,"Slice of Life,Comedy,Shounen",ova,3,7.49,22693,08/08/2012,2012,summer,manga
13271,Hunter x Hunter Movie 1: Phantom Rouge,"Action,Adventure,Fantasy,Shounen,Super Power",movie,1,7.24,134052,12/01/2013,2013,winter,manga
13281,FlashBack,Music,music,1,6.68,2304,24/02/2012,2012,winter,NaN
13283,One Off,Slice of Life,ova,4,6.43,13934,05/08/2012,2012,summer,original
13287,Galaxy Angel Specials,"Comedy,Sci-Fi",special,2,6.78,1908,25/01/2002,2002,winter,game
13299,Houkago no Tinker Bell,"Comedy,Drama,Mystery,Romance,School,Slice of Life",ova,1,5.64,658,22/07/1992,1992,summer,light_novel
13303,Usogui,"Game,Psychological,Seinen",ova,1,5.48,1527,19/10/2012,2012,fall,manga
13307,Shounen Ninja Kaze no Fujimaru,"Action,Adventure,Samurai,Shounen",tv,65,NaN,705,07/06/1964,1964,summer,NaN
13309,Kyoto Animation: Hoshi-hen,Fantasy,special,1,5.78,3784,19/08/2011,2011,summer,original
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,"Super Power,Music",music,1,4.21,610,28/01/2011,2011,winter,original
13325,Crimson Girls: Chikan Shihai,Hentai,ova,3,6.43,7137,25/05/2012,2012,spring,NaN
13331,Jormungand: Perfect Order,"Action,Adventure,Seinen",tv,12,7.93,155241,10/10/2012,2012,fall,manga
13333,Tari Tari,"Music,Slice of Life,School",tv,13,7.32,135669,01/07/2012,2012,summer,original
13335,Fuse: Teppou Musume no Torimonochou,"Action,Drama,Historical,Supernatural",movie,1,7.35,28075,20/10/2012,2012,fall,book
13349,Chouyaku Hyakuninisshu: Uta Koi.,"Comedy,Historical,Romance,Josei",tv,13,7.48,25024,03/07/2012,2012,summer,manga
13357,High School DxD Specials,"Ecchi,Comedy,Harem,Romance,Demons,School",special,6,7.26,164172,21/03/2012,2012,winter,light_novel
13359,PistStar,"Music,Magic",ona,1,4.66,479,19/03/2012,2012,winter,NaN
13365,Samchongsa: Time Machine 001,"Adventure,Sci-Fi",movie,1,NaN,277,12/01/1980,1980,winter,NaN
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Comedy,Ecchi,Harem,Mystery,Romance,School",tv,12,6.58,176408,06/07/2012,2012,summer,light_novel
13373,Kyoto Animation: Hana-hen,Slice of Life,special,1,5.73,3997,10-Jun,2010,spring,original
13375,Kyoto Animation: Sora-hen,Slice of Life,special,1,5.58,3733,10-Jul,2010,summer,original
13377,Recorder to Randoseru Re隨呻ｽｪ,"Comedy,School,Seinen,Slice of Life",tv,13,6.87,25562,04/04/2012,2012,spring,4_koma_manga
13379,Okusama wa Michael,Hentai,ova,2,6.18,3695,20/04/2012,2012,spring,original
13391,Rakuen Tsuihou,"Action,Sci-Fi,Mecha",movie,1,7.37,83758,15/11/2014,2014,fall,original
13403,Inu x Boku SS Special,"Comedy,Supernatural,Shounen",special,1,7.59,78775,26/09/2012,2012,summer,manga
13409,Moyashimon Returns,"Comedy,Supernatural,School,Seinen",tv,11,7.22,22523,06/07/2012,2012,summer,manga
13411,Guilty Crown: Lost Christmas - An Episode of Port Town,"Action,Sci-Fi,Super Power,Drama",ova,1,6.93,85740,26/07/2012,2012,summer,original
13427,PES: Peace Eco Smile,"Slice of Life,Cars,Space",ona,7,5.64,3233,25/05/2012,2012,spring,original
13429,Sakasama no Patema: Beginning of the Day,Sci-Fi,special,4,7.38,25203,26/02/2012,2012,winter,NaN
13431,Himitsukessha Taka no Tsume NEO,"Comedy,Parody,Super Power",tv,38,NaN,438,06/04/2012,2012,spring,NaN
13433,himitsukesshatakanotsume.jp,"Comedy,Parody,Super Power",ona,78,NaN,381,06/04/2012,2012,spring,NaN
13435,Taka no Tsume NEO Announcement Movie,"Comedy,Parody,Super Power",special,1,NaN,325,14/03/2012,2012,winter,NaN
13439,Shinpi no Hou,"Adventure,Supernatural",movie,1,5.34,1659,06/10/2012,2012,fall,NaN
13441,Shiawasette Naani,Fantasy,ova,1,5.05,1000,09/07/1991,1991,summer,novel
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,"Mecha,Sports",ova,5,NaN,350,21/11/1994,1994,fall,original
13455,Zumomo to Nupepe,Comedy,tv,32,NaN,288,03/04/2012,2012,spring,NaN
13457,Tomodachi 8-nin,"Comedy,Kids",tv,398,NaN,266,28/03/2011,2011,spring,original
13459,Ribbon-chan,Comedy,tv,24,NaN,209,04/04/2012,2012,spring,NaN
13463,Panda no Taputapu,Kids,tv,431,NaN,291,02/04/2012,2012,spring,original
13465,Little Charo: Touhoku-hen,Kids,tv,12,NaN,234,07/04/2012,2012,spring,original
13469,Hyouka: Motsubeki Mono wa,"Mystery,School,Slice of Life",ova,1,7.37,142805,08/07/2012,2012,summer,light_novel
13479,Uchuu Kyoudai: Apo's Dream,"Comedy,Sci-Fi,Space",ova,1,5.43,3509,23/03/2012,2012,winter,manga
13495,Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life,special,1,6.17,1343,23/03/2012,2012,winter,original
13497,Neko no Sumu Shima,Drama,special,1,NaN,335,18/03/2012,2012,winter,NaN
13499,Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,"Adventure,Comedy,Parody,Space",special,1,NaN,289,15/07/2011,2011,summer,NaN
13503,Cofun Gal no Coffy (TV),"Comedy,Parody",tv,11,NaN,257,06/04/2006,2006,spring,NaN
13505,Cofun Gal no Coffy Campus Life,Comedy,tv,11,NaN,248,07/10/2009,2009,fall,NaN
13507,Cofun Gal no Coffy: Okehazama no Tatakai,"Parody,Comedy,Historical",movie,1,NaN,211,17/03/2007,2007,winter,NaN
13509,Cofun Gal no Coffy: Juuninin to Ikareru Cofun-tachi,Comedy,movie,1,NaN,215,24/05/2008,2008,spring,NaN
13511,Cofun Gal no Coffy: Cofunderella,Comedy,movie,1,NaN,225,16/01/2010,2010,winter,original
13513,Anima,Music,movie,1,5.11,1804,05-Feb,2005,winter,NaN
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ona,1,5.33,516,21/12/2011,2011,fall,NaN
13517,Ryuugajou Nanana no Maizoukin,"Comedy,Supernatural",special,1,6.59,12261,26/12/2011,2011,fall,light_novel
13519,Organic,Comedy,ona,1,5.42,323,21/10/2009,2009,fall,NaN
13535,Binbougami ga!,"Comedy,Parody,Shounen,Supernatural",tv,13,7.72,199037,05/07/2012,2012,summer,manga
13541,Rui no Masaiban,"Demons,Fantasy",ona,1,5.02,426,01/02/2012,2012,winter,NaN
13543,Nantokashite Alguard,"Music,Super Power",ona,1,4.56,413,31/01/2012,2012,winter,original
13551,Shuukan Storyland,"Slice of Life,Comedy,Drama,Seinen",tv,56,NaN,462,14/10/1999,1999,fall,original
13553,Bakusou Circuit Roman Twin,Sports,ova,1,NaN,357,24/01/1989,1989,winter,NaN
13559,Lovely Day: Boku to Kanojo no Nana Nichikan,Hentai,ova,1,6.01,4185,23/03/2012,2012,winter,manga
13561,Guilty Crown: 4-koma Gekijou,Comedy,special,11,6.99,22740,25/01/2012,2012,winter,4_koma_manga
13563,The Four Seasons,Slice of Life,ona,4,6.24,1918,28/03/2012,2012,winter,original
13585,Natsuyuki Rendezvous,"Supernatural,Drama,Romance,Josei",tv,11,7.28,68410,06/07/2012,2012,summer,manga
13587,Persona 4 the Animation: No One is Alone,"Sci-Fi,Adventure,Mystery,Super Power,Supernatural,School",special,1,7.5,40234,22/08/2012,2012,summer,game
13595,"Suki de Suki de, Suki de The Animation",Hentai,ova,2,6.86,9823,29/06/2012,2012,spring,manga
13599,Robotics;Notes,"Sci-Fi,Mystery,Drama,Mecha,School",tv,22,7.34,159591,12/10/2012,2012,fall,visual_novel
13601,Psycho-Pass,"Action,Sci-Fi,Police,Psychological",tv,22,8.37,1266562,12/10/2012,2012,fall,original
13619,Sayonara Zetsubou Sensei Special Omake,"Comedy,Parody,School",special,1,6.58,5773,31/01/2012,2012,winter,manga
13629,Furiko,"Music,Slice of Life,Drama,Romance",special,1,7.55,16727,16/03/2012,2012,winter,original
13639,Hi no Youjin,"Historical,Slice of Life",movie,1,6.32,6544,04/06/2012,2012,spring,NaN
13643,Imouto Twins,Hentai,ova,1,5.89,2861,08/09/2006,2006,summer,original
13655,Little Busters!,"Slice of Life,Comedy,Supernatural,Drama,School",tv,26,7.51,241826,06/10/2012,2012,fall,visual_novel
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy,Romance,Slice of Life",tv,13,7.03,367951,07/04/2013,2013,spring,light_novel
13663,To LOVE-Ru Darkness,"Comedy,Ecchi,Harem,Romance,School,Sci-Fi,Shounen",tv,12,7.49,294694,06/10/2012,2012,fall,manga
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action,Adventure,Super Power,Martial Arts,Shounen",movie,1,7.66,236652,28/07/2012,2012,summer,manga
13669,Owari no Chronicle,"Action,Adventure,Fantasy,Sci-Fi",special,1,5.1,3030,01/04/2012,2012,spring,light_novel
13673,Otome Nadeshiko Koi Techou,"Historical,Shoujo",ova,1,5.92,4601,26/01/2012,2012,winter,light_novel
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Drama,special,1,6.12,4820,14/12/2011,2011,fall,original
13677,Ao no Exorcist Movie Special,"Parody,Comedy",special,1,6.84,33267,01/04/2012,2012,spring,original
13679,Tottoko Hamtarou Hai!,"Kids,Adventure",tv,77,6.66,3788,05/04/2006,2006,spring,NaN
13681,Nekogami Yaoyorozu Specials,"Comedy,Supernatural,Seinen",special,7,6.18,1452,21/09/2011,2011,summer,manga
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,special,1,5.89,3255,10/12/2008,2008,fall,original
13693,Ippatsu Hicchuu!! Devander,"Action,Sci-Fi,Parody,Super Power,Mecha",ova,1,5.58,609,19/10/2012,2012,fall,NaN
13709,Afro Samurai Movie,"Action,Adventure,Samurai",movie,1,7.54,51675,27/10/2007,2007,fall,original
13715,Kennel Tokorozawa,"Ecchi,Comedy,School",ova,1,4.06,1877,21/02/1992,1992,winter,manga
13727,Rinne no Lagrange: Kamogawa Days,"Slice of Life,Comedy,School,Sci-Fi",ova,1,6.8,8140,23/06/2012,2012,spring,original
13731,Koukyoushihen Eureka Seven: New Order,"Adventure,Drama,Mecha,Romance,Sci-Fi",special,1,6.61,8756,06/04/2012,2012,spring,original
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Harem,Romance,Drama",special,2,6.44,8551,22/02/2012,2012,winter,NaN
13759,Sakura-sou no Pet na Kanojo,"Slice of Life,Comedy,Drama,Romance,School",tv,24,8.17,965451,09/10/2012,2012,fall,light_novel
13767,Junjou Romantica OVA,"Comedy,Drama,Romance,Shounen Ai",ova,2,7.78,45304,20/12/2012,2012,fall,manga
13769,Kamen no Ninja Akakage,"Action,Fantasy",tv,23,NaN,620,13/10/1987,1987,fall,NaN
13781,Dokkiri Doctor Special,"Comedy,Ecchi,School",special,1,NaN,304,10/08/1999,1999,summer,manga
13785,Uhou Renka,Hentai,ova,2,6.71,9853,29/06/2012,2012,spring,visual_novel
13793,Fashion no Hajimari,Comedy,ona,1,4.72,732,05-Nov,2005,fall,NaN
13795,The Green Wind,Fantasy,special,1,5.04,601,04-Oct,2004,fall,NaN
13799,Pokemon: Meloetta no Kirakira Recital,"Adventure,Comedy,Fantasy,Kids,Music",movie,1,6.44,7531,14/07/2012,2012,summer,game
13807,Corpse Party: Missing Footage,"Horror,School",ova,1,6.05,116039,02/08/2012,2012,summer,visual_novel
13817,Kamiusagi Rope,"Slice of Life,Comedy",movie,14,NaN,404,09-Jun,2009,spring,original
13819,Kamiusagi Rope 2,"Slice of Life,Comedy",movie,12,NaN,296,10-Nov,2010,fall,original
13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure,Comedy,Slice of Life",movie,1,NaN,318,12/05/2012,2012,spring,original
13823,Kamiusagi Rope Movie Episode 0,"Slice of Life,Comedy",ona,1,NaN,295,13/03/2012,2012,winter,original
13825,Kamiusagi Rope x au Collaboration,"Slice of Life,Comedy",ona,6,NaN,286,11/03/2012,2012,winter,original
13827,Kamiusagi Rope x Panasonic Collaboration,"Slice of Life,Comedy",movie,1,NaN,302,19/03/2012,2012,winter,original
13831,Kamiusagi Rope 3 (ONA),"Slice of Life,Comedy",ona,2,NaN,276,12/02/2012,2012,winter,original
13833,Nagareboshi Lens,"Romance,Shoujo",ova,1,6.63,20214,18/03/2012,2012,winter,manga
13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"Action,Shoujo",ova,1,5.04,4048,18/03/2012,2012,winter,manga
13837,Detective Conan Bonus File: Fantasista Flower,"Comedy,Mystery,Police,Shounen,Sports",ova,1,7.37,7833,14/04/2012,2012,spring,NaN
13839,Detective Conan OVA 12: The Miracle of Excalibur,"Police,Sports,Comedy,Mystery,Shounen",ova,1,7.03,9185,24/05/2012,2012,spring,manga
13843,Wild Adapter,"Action,Mystery,Drama,Shoujo",ova,2,6.23,7202,26/03/2014,2014,winter,manga
13851,To LOVE-Ru Darkness OVA,"Sci-Fi,Harem,Comedy,Romance,Ecchi,School,Shounen",ova,6,7.58,109017,17/08/2012,2012,summer,manga
13855,Queen's Blade: Rebellion Specials,Ecchi,special,6,6.11,8116,27/06/2012,2012,spring,other
13857,Souhaku Shisuferia,Music,music,1,5.56,410,23/12/2009,2009,fall,NaN
13859,Accel World: Acchel World.,"Sci-Fi,Comedy",special,8,6.22,37909,25/07/2012,2012,summer,4_koma_manga
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action,Drama,Mystery,Sci-Fi,Thriller",movie,1,6.29,24206,02/03/2013,2013,winter,light_novel
13917,Star隨倥・ewel Gaiden: Natsumi Oblivion,"Hentai,Yuri",ova,1,5.1,2115,22/03/2012,2012,winter,original
13927,Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action,Comedy,School,Sci-Fi,Super Power",special,2,6.08,2413,20/04/2012,2012,spring,NaN
13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"Adventure,Comedy,Drama,Fantasy,Magic,Romance,Shoujo",ova,3,7.24,7860,13/12/1996,1996,fall,NaN
13935,Houkago Midnighters,"Fantasy,Kids",movie,1,6.3,1213,25/08/2012,2012,summer,NaN
13937,Saishuu Chikan Densha Next,Hentai,ova,2,6.67,4736,27/07/2012,2012,summer,visual_novel
13939,Accel World EX,"Action,Game,Sci-Fi,Romance,School",ova,2,7.14,101326,13/09/2012,2012,summer,light_novel
13947,Ashita no Eleven-tachi,Sports,special,1,NaN,360,07/01/1979,1979,winter,NaN
13955,Dennou Coil Recaps,"Sci-Fi,Adventure,Mystery,Comedy,Drama",special,2,6.27,2183,25/08/2007,2007,summer,original
13959,Milky Gal: Cats Ai,Hentai,ova,1,4.78,504,21/06/1985,1985,spring,NaN
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"Comedy,Historical,Seinen",special,1,6.28,1778,09/07/2012,2012,summer,manga
13971,663114,Fantasy,movie,1,5.28,3277,11-Sep,2011,summer,original
13983,Thermae Romae: Kodai Romajin ga Uchuu e,"Space,Comedy,Seinen",special,1,5.98,1221,20/04/2012,2012,spring,manga
13993,Goulart Knights: Evoked the Beginning White,"Action,Drama,Fantasy,Shoujo,Supernatural",ova,1,5.97,2759,26/09/2011,2011,summer,original
14007,"Akai Shouzou: Char, Soshite Frontal e","Drama,Mecha,Military,Sci-Fi,Shounen,Space",special,1,6.02,1616,13/08/2010,2010,summer,NaN
14023,R・ゑｽｲ: Rise R to the Second Power,Music,music,1,5.33,405,19/03/2005,2005,winter,manga
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Harem,Slice of Life,Comedy,Romance,School",ova,1,7.08,99339,26/09/2012,2012,summer,light_novel
14039,Katayoku no Khronos Gear,"Action,Sci-Fi",ova,1,NaN,787,12-Jul,2012,summer,NaN
14045,Mangirl!,"Comedy,Slice of Life",tv,13,5.85,28292,03/01/2013,2013,winter,manga
14047,Ikusa Otome Valkyrie G,"Hentai,Supernatural,Fantasy",ova,2,6.48,3884,20/07/2012,2012,summer,visual_novel
14049,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,"Harem,Romance",special,1,6.14,9826,25/01/2012,2012,winter,NaN
14059,Kimagure Orange隨倥・oad: Tanabata Special,Shounen,ova,1,6.64,1447,21/11/1987,1987,fall,manga
14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action,Comedy,Parody,Police",special,1,NaN,324,25/09/1985,1985,summer,original
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ona,1,NaN,229,25/08/2009,2009,summer,NaN
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy,Ecchi,Parody,School,Shounen",ona,10,6.22,22615,14/07/2012,2012,summer,manga
14075,Zetsuen no Tempest,"Action,Mystery,Psychological,Drama,Magic,Fantasy,Shounen",tv,24,7.98,494569,05/10/2012,2012,fall,manga
14077,Blood-C: None-None Gekijou,"Comedy,Parody",ona,7,6.17,8892,08/04/2012,2012,spring,NaN
14093,Pokemon Best Wishes! Season 2,"Action,Adventure,Comedy,Fantasy,Kids",tv,24,6.4,48825,21/06/2012,2012,summer,game
14095,Kamen Rider Fourze x Crayon Shin-chan,"Action,Comedy,Seinen",special,4,5.83,996,13/04/2012,2012,spring,NaN
14117,Blood-C: Special Edition,"Action,Horror,School,Supernatural,Vampire",special,2,6.74,14742,26/05/2012,2012,spring,NaN
14123,Pokemon Black and White 2: Introduction Movie,"Action,Fantasy,Kids",ona,1,7.43,14857,16/05/2012,2012,spring,game
14125,Otogi no Kuni no Birthday,"Kids,Music",music,1,5.21,276,01/12/1988,1988,fall,original
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,Hentai,ova,2,6.85,11264,27/07/2012,2012,summer,visual_novel
14129,Starless: 21st Century Nymphomaniacs,Hentai,ova,4,6.57,8247,20/07/2012,2012,summer,visual_novel
14131,Girls & Panzer,"Action,Sports,Military,School",tv,12,7.54,233999,09/10/2012,2012,fall,original
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Historical,Drama,Josei",ova,2,6.42,13507,02/12/2012,2012,fall,visual_novel
14173,Upotte!!: Miatte Waratte,"Military,Comedy,Ecchi,School,Seinen",ova,1,6.52,13962,13/10/2012,2012,fall,manga
